text,label
"dry roasted cashews, sunflower oil.",Plant-based foods and beverages
"sugar, food starch modified, dehydrated greek yogurt, contains or less of the following disodium phosphate, tetrasodium pyrophosphate, artificial flavor, salt, monoand diglycerides, calcium sulfate, cottonseed oil, yellow, yellow, tbhq and citric acid to preserve freshness.",Desserts
"potatoes, dressing, water, sugar, mustard, eggs, celery, red peppers, onions, sweet pickle relish, salt, potassium sorbate and sodium benzoate, celery seed, white pepper, yellow # .",Salted snacks
"sugar, corn syrup, malic acid, and less than of sodium lactate, natural and artificial flavors, acetic acid, color added, blue, red, yellow .",Snacks
"sugar, corn syrup, gelatin, citric acid, pectin, contains less than . of the following natural and artificial flavor, potassium sorbate, carnauba wax.",Snacks
"unbleached bread flour, water, contains or less of salt, sugar, palm oil, vinegar, yeast, ascorbic acid added as dough conditioner, enzymes, cultured wheat starch, wheat flour, citric acid.",Plant-based foods and beverages
"sugar, vegetable oil, hazelnuts, sweet chocolate, glucose syrup, whey powder, sorbitol humectant, condensed skim milk, condensed whey, lactose, contains or less of cocoa, cane sugar syrup, soy lecithin emulsifier, salt, natural and artificial flavors.",Snacks
"tomato puree, honey, white wine vinegar, salt, onion powder, spices.",Condiments
"water, sugar, vegetable oil, and less than of sodium caseinate, monoand diglycerides, dipotassium phosphate, natural and artificial flavors, cellulose gel, cellulose gum, carrageenan, caramel color, tbhq .",Plant-based foods and beverages
"almondmilk, cane sugar, contains or less of vitamin and mineral blend, sea salt, natural flavor, sunflower lecithin, locust bean gum, gellan gum, ascorbic acid .",Plant-based foods and beverages
"popcorn section contains popping corn, salt, artificial flavor, riboflavin .oil section contains coconut oil, artificial flavor, beta carotene .",Snacks
"ackees, water and salt.",Plant-based foods and beverages
"water, high fructose corn syrup, concentrated pineapple, orange, grapefruit and lemon juices, citric acid, natural and artificial flavors, gum acacia, red, yellow .",Plant-based foods and beverages
"water, cooked ham and water product of weight added ingredients ground and formed natural hickory smoke flavor added, whole wheat flour, enriched flour, reduced fat cheddar cheese, seasoning, whey, maltodextrin, whey protein concentrate, buttermilk, modified cornstarch, salt, garlic powder, potato maltodextrin, disodium phosphate, onion powder, citric acid), bleached enriched wheat flour [ wheat flour, benzoyl peroxide, amylase, ascorbic acid, niacin, iron, thiamine mononitrate, riboflavin, folic acid], salt, sugar, seasoning [cornstarch, propylene glycol, extractives of turmeric and annatto, polysorbate, natural flavor], annatto color, methylcellulose, lactic acid, calcium lactate), margarine, or less of sugar, whey, modified food starch, nonfat milk, fractionated palm oil, dough conditioner blend, egg yolks, yeast, salt, methylcellulose, soy flour, egg white .",Frozen foods
"sugar, cocoa butter, chocolate liquor, milk, corn flour, lactose, corn, skim milk, butterfat, palm oil, sunflower oil, soy lecithin, salt, natural bourbon vanilla flavor, rosemary extract.",Snacks
"skinless chicken thigh, dehydrated apples, water, brown sugar, contains or less of salt, spices, flavoring, cinnamon, in a natural pork casing.",Meats and their products
extra virgin olive oil.,Plant-based foods and beverages
"cured with water, honey, contains or less of salt, potassium lactate, sugar, dextrose, sodium phosphate, sodium diacetate, sodium erythorbate, sodium nitrite.",Meats and their products
"toasted rice cereal, marshmallow, fructose, margarine, corn syrup solids, contains two percent or less of dextrose, glycerin, salt, niacinamide, pyridoxine hydrochloride, thiamin hydrochloride, riboflavin, soy lecithin .",Snacks
"apples, enriched flour, vegetable shortening, sugar, water, modified tapioca starch, dextrose, salt, food starchmodified, sodium propionate, spices, potassium sorbate, lemon juice from concentrate, tapioca dextrin.",Snacks
"waffle style bread, vitamin b, folic acid], sugar, water, soybean oil, yeast, wheat starch, yellow corn flour, brown sugar [sugar, molasses], salt, natural flavors, nonfat milk, buttermilk solids, modified corn starch, fructose, dough conditioner [isolated soy protein, mono and diglycerides, modified cellulose, soy lecithin ], dried molasses, carrot juice concentrate for color, apple juice concentrate for color), baked egg patty, fully cooked ham water added chunked and formed, pasteurized process cheese .",Meals
"coconut oil, sugar, cocoa, whey, soy lecithin, vanilla.",Desserts
"dough enriched flour, sugar, partially hydrogenated soybean and cottonseed oil, nonfat milk, salt, mono and diglycerides, calcium stearoyl, lactylate, azodicarbonamide, soy flour, egg ), water, sugar, pasteurized sugar yolk, salt, lesoft, sausage .",Frozen foods
"precooked white rice long grain, parboiled white rice, vegetables tomatoes, celery, onions, green bell peppers, creole sauce, water, tomatoes, modified food starch, lemon juice powder, spices, salt, lemon peel, citric acid, dehydrated bell peppers, parsley, potassium sorbate ., sodium benzoate . as preservatives, shrimp uncooked shrimp, water, sodium phosphate.",Frozen foods
"grade a lowfat milk, vitamin a palmitate and vitamin d",Dairies
"peanuts, sesame sticks, corn sticks, pretzels, vegetable oil, cheddar and sour cream seasoning, cheddar seasoning .",Snacks
"milk chocolate cacao, caramelized hazelnuts, modified starch and sucrose, powdered sugar, confectioner's glaze.",Snacks
"a tastefully gathered blend of purified water, brewed hibiscus herbal tea, natural flavors and fruit juice concentrate.",Beverages
"filtered water, concentrated orange juice, tricalcium phosphate, calcium lactate, vitamin d.",Plant-based foods and beverages
"durum wheat semolina, water, tomato powder, black carrot powder.",Plant-based foods and beverages
"wheat flour, water, salt, eggs .",Plant-based foods and beverages
"vinegar, water, canola or soybean oil, roasted garlic, spices, sea salt, garlic, cane sugar, corn starch, onion, lemon juice concentrate, red bell peppers, natural flavor, soybean lecithin, xanthan gum, natural vitamin e added to protect flavor.",Condiments
"flour, sugar, margarine, water and/or whole egg, honey, salt, natural & artificial flavors, fd&c yellow #. fruit filling high fructose corn syrup, water, apricots, apricot puree, sugar, dehyd rated and/or evaporated apples, raspberry juice, seedless raspberry puree, modified food starch, gellan gum, locust bean gum, citric acid, pectin, sodium citrate. prune filling . poppy filling, fd&c yellow #, blue #, #, red #.",Snacks
"keta salmon, salt, onion, brown sugar, spices, garlic, corn maltodextrin, red bell pepper, modified corn starch, soybean oil, tomato, vinegar, ascorbic acid, natural flavor, and extractives of turmeric.",Seafood
"water, organic mango puree, organic red bell peppers, organic sugar, organic tomato paste, less than of salt, organic habanero pepper, organic vegetable oil, organic red bell pepper, organic spices, organic cultured dextrose, organic maltodextrin, natural flavor, organic distilled vinegar, xanthan gum, organic garlic, organic onion.",Condiments
"wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, water, vegetable shortening, soybean oil, hydrogenated soybean oil, contains or less of sugar, salt, calcium propionate, monoglycerides, vegetable gums, corn starch, gum arabic, guar gum, xanthan gum, pizza sauce, water, tomato paste, herbs, spices, modified food starch, salt, sugar, citric acid, sodium benzoate and potassium sorbate, garlic powder, potassium chloride, onion powder, natural flavor, lowmoisture partskim mozzarella cheese, pasteurized milk, cheese cultures, salt, enzymes, starch and powdered cellulose added to prevent caking, natamycin, pepperoni flavored sausage, pork, mechanically separated turkey, beef, salt, contains or less of spices, dextrose, natural flavors, oleoresin of paprika, flavorings, oleoresin of paprika, lactic acid starter culture, sodium erythorbate, sodium nitrite, bha, bht, citric acid, soy lecithin, soy flour, rice flour, sugar, barley malt, salt",Meals
"popcorn, sunflower oil, himalayan crystal salt, nutritional yeast, spinach, spirulina, chlorella, garlic, dill, cumin, lemon peel, freeze dried kale, black pepper, spices, live probiotics cultures and chilies.",Snacks
"sugar, water, bleached enriched wheat flour, soybean and palm oil, cocoa, bleached wheat flour, eggs, food starchmodified, leavening, cornstarch, nonfat milk, corn syrup solids, whey, salt, corn syrup, dextrose, monoand diglycerides, potassium sorbate, soy lecithin, guar gum, high fructose corn syrup, natural & artificial flavors, polyglycerol esters of fatty acids, xanthan gum, isolated soy protein, caramel color, calcium sulfate, sodium carboxymethylcellulose, chocolate liquor, gum arabic, polysorbate, datem.",Snacks
"ultrafiltered skim milk, water, heavy whipping cream, sugar, milk protein isolate, cocoa powder, natural flavors, gellan gum, vitamin d.",Dairies
"tempura chicken fried in vegetable oil, ), sauce, sugar, water, rice vinegar, dehydrated garlic, salt, cornstarch), distilled white vinegar, soy sauce, cornstarch, contains or less of red chili peppers, ginger, dehydrated garlic, garlic powder, salt, extractive of paprika, xanthan gum, onion powder).",Frozen foods
"organic pasteurized part skim milk, cheese cultures, salt, enzymes.",Dairies
"pasteurized milk, lactic cultures, sorbic acid, salt, rennet, natamycin.",Dairies
milk chocolate,Snacks
"water, sugar syrup, milk and skim milk, mango puree concentrate, corn syrup, high fructose corn syrup, locust bean gum, mono and diglycerides, methyl cellulose, guar gum, polysorbate, pectin, natural flavor, citric acid, yellow, red .",Desserts
"diced tomatoes, chicken breast, potatoes, red bell pepper, zucchini squash, red onion, panko bread crumbs [ wheat flour, sugar, yeast, soybean oil, salt], parmesan cheese, rosemary.",Meals
"roasted peanuts, sugar, contains or less of molasses, fully hydrogenated vegetable oils, and salt.",Plant-based foods and beverages
"cacao mass, sugar, cacao butter, whole milk, skimmed milk, emulsifier soya lecithin, vanilla extract.",Snacks
extra virgin sesame oil.,Plant-based foods and beverages
"organic cultured pasteurized partskim milk, salt, microbial enzymes.",Dairies
"water, enriched wheat flour, lowmoisture partskim mozzarella cheese, spinach blend, tomato paste, creme fraiche sauce, parmesan, asiago, and romano cheeses made from cow's milk, contains less than of shortening, bread crumbs, vegetable oil, yeast, reduced sodium salt blend, seasoning blend, baking powder, sugar, mono and diglycerides, extra virgin olive oil.",Meals
"organic popcorn, organic sunflower and/or safflower oil, organic cheddar cheese, organic tapioca solids, contains one or more of, himalayan salt, organic evaporated cane sugar, organic cheese flavor, natural flavor, citric acid.",Snacks
"sugar, contains less than of the following modified food starch, artificial flavor, carnauba wax, acacia, titanium dioxide, red lake.",Snacks
"filtered water, kombucha culture, beet, ginger, and cane sugar.",Beverages
"peanut butter, honey, nonfat dry milk, dark chocolate, cane sugar, cocoa butter, dried whole egg powder, rice protein, sea salt, dried whole food powders, flax seed oil, sesame seed oil, olive oil, pumpkin seed oil",Snacks
"strawberries, carrot juice from concentrate, water, organic agave nectar, lemon juice from concentrate, organic beet powder, natural vegetable stabilizer .",Desserts
organic refined coconut oil,Plant-based foods and beverages
"enriched wheat flour, water, sugar, soybean oil, yeast, dough softener, salt, conditioner {sodium stearoyl lactylate, calcium sulfate, ascorbic acid and or less of each of the following; ammonium sulfate, silicon dioxide, calcium peroxide, azodicarbonamide, enmzymes .}, calcium propionate as mold inhibitor.",Plant-based foods and beverages
